datetime,room,occupied,hour,weekday,is_weekend,occupied_previous,occupied_1hr_ago,occupied_yesterday,occupied_last_week
2025-12-09 07:30:00,1401,0,7,1,0,0.0,,0.0,
2025-12-09 07:45:00,1401,0,7,1,0,0.0,,0.0,
2025-12-09 08:00:00,1401,0,8,1,0,0.0,0.0,0.0,
2025-12-09 08:15:00,1401,0,8,1,0,0.0,0.0,0.0,
2025-12-09 08:30:00,1401,1,8,1,0,0.0,0.0,0.0,
2025-12-09 08:45:00,1401,1,8,1,0,1.0,0.0,0.0,
2025-12-09 09:00:00,1401,1,9,1,0,1.0,0.0,0.0,
2025-12-09 09:15:00,1401,1,9,1,0,1.0,0.0,0.0,
2025-12-09 09:30:00,1401,1,9,1,0,1.0,1.0,0.0,
2025-12-09 09:45:00,1401,0,9,1,0,1.0,1.0,0.0,
2025-12-09 10:00:00,1401,1,10,1,0,0.0,1.0,1.0,
2025-12-09 10:15:00,1401,1,10,1,0,1.0,1.0,0.0,
2025-12-09 10:30:00,1401,1,10,1,0,1.0,1.0,0.0,
2025-12-09 10:45:00,1401,1,10,1,0,1.0,0.0,1.0,
2025-12-09 11:00:00,1401,1,11,1,0,1.0,1.0,1.0,
2025-12-09 11:15:00,1401,1,11,1,0,1.0,1.0,1.0,
2025-12-09 11:30:00,1401,0,11,1,0,1.0,1.0,1.0,
2025-12-09 11:45:00,1401,0,11,1,0,0.0,1.0,1.0,
2025-12-09 12:00:00,1401,1,12,1,0,0.0,1.0,1.0,
2025-12-09 12:15:00,1401,1,12,1,0,1.0,1.0,1.0,
2025-12-09 12:30:00,1401,1,12,1,0,1.0,0.0,1.0,
2025-12-09 12:45:00,1401,1,12,1,0,1.0,0.0,1.0,
2025-12-09 13:00:00,1401,1,13,1,0,1.0,1.0,1.0,
2025-12-09 13:15:00,1401,1,13,1,0,1.0,1.0,1.0,
2025-12-09 13:30:00,1401,1,13,1,0,1.0,1.0,0.0,
2025-12-09 13:45:00,1401,1,13,1,0,1.0,1.0,0.0,
2025-12-09 14:00:00,1401,1,14,1,0,1.0,1.0,0.0,
2025-12-09 14:15:00,1401,1,14,1,0,1.0,1.0,1.0,
2025-12-09 14:30:00,1401,1,14,1,0,1.0,1.0,1.0,
2025-12-09 14:45:00,1401,1,14,1,0,1.0,1.0,1.0,
2025-12-09 15:00:00,1401,1,15,1,0,1.0,1.0,1.0,
2025-12-09 15:15:00,1401,1,15,1,0,1.0,1.0,0.0,
2025-12-09 15:30:00,1401,1,15,1,0,1.0,1.0,1.0,
2025-12-09 15:45:00,1401,1,15,1,0,1.0,1.0,1.0,
2025-12-09 16:00:00,1401,1,16,1,0,1.0,1.0,1.0,
2025-12-09 16:15:00,1401,1,16,1,0,1.0,1.0,1.0,
2025-12-09 16:30:00,1401,1,16,1,0,1.0,1.0,1.0,
2025-12-09 16:45:00,1401,1,16,1,0,1.0,1.0,1.0,
2025-12-09 17:00:00,1401,1,17,1,0,1.0,1.0,1.0,
2025-12-09 17:15:00,1401,1,17,1,0,1.0,1.0,1.0,
2025-12-09 17:30:00,1401,1,17,1,0,1.0,1.0,0.0,
2025-12-09 17:45:00,1401,1,17,1,0,1.0,1.0,0.0,
2025-12-09 18:00:00,1401,1,18,1,0,1.0,1.0,0.0,
2025-12-09 18:15:00,1401,1,18,1,0,1.0,1.0,0.0,
2025-12-09 18:30:00,1401,1,18,1,0,1.0,1.0,0.0,
2025-12-09 18:45:00,1401,1,18,1,0,1.0,1.0,0.0,
2025-12-09 19:00:00,1401,0,19,1,0,1.0,1.0,0.0,
2025-12-09 19:15:00,1401,0,19,1,0,0.0,1.0,0.0,
2025-12-09 19:30:00,1401,0,19,1,0,0.0,1.0,0.0,
2025-12-09 19:45:00,1401,0,19,1,0,0.0,1.0,0.0,
2025-12-09 20:00:00,1401,0,20,1,0,0.0,0.0,0.0,
2025-12-09 20:15:00,1401,0,20,1,0,0.0,0.0,0.0,
2025-12-09 20:30:00,1401,0,20,1,0,0.0,0.0,0.0,
2025-12-09 20:45:00,1401,0,20,1,0,0.0,0.0,0.0,
2025-12-09 21:00:00,1401,0,21,1,0,0.0,0.0,0.0,
2025-12-09 21:15:00,1401,0,21,1,0,0.0,0.0,0.0,
2025-12-09 21:30:00,1401,0,21,1,0,0.0,0.0,0.0,
2025-12-09 21:45:00,1401,0,21,1,0,0.0,0.0,0.0,
2025-12-09 22:00:00,1401,0,22,1,0,0.0,0.0,0.0,
2025-12-09 22:15:00,1401,0,22,1,0,0.0,0.0,0.0,
2025-12-09 22:30:00,1401,0,22,1,0,0.0,0.0,0.0,
2025-12-09 22:45:00,1401,0,22,1,0,0.0,0.0,0.0,
2025-12-09 23:00:00,1401,0,23,1,0,0.0,0.0,0.0,
